autores,ocorrencias,origem,nome_normalizado,possivel_duplicata
"Barros, Wagner F.",1,geoinfo,barros wagner f,False
"Stolfi, Jorge",1,geoinfo,stolfi jorge,False
"Bassalo, Gisa Helena Melo",1,geoinfo,bassalo gisa helena melo,False
"Ionchpe, Cirano",1,geoinfo,ionchpe cirano,False
"Bigolin, Nara",1,geoinfo,bigolin nara,False
"Baumann, Peter",1,geoinfo,baumann peter,False
"Glock, Clemens",1,geoinfo,glock clemens,False
"Hofner, Maximilian",1,geoinfo,hofner maximilian,False
"Schatz, Walter",1,geoinfo,schatz walter,False
"Braga, Luís Paulo Vieira",1,geoinfo,braga luis paulo vieira,False
"Almeida, Cássio Freitas Pereira de",1,geoinfo,almeida cassio freitas pereira de,False
"Burlamaqui, Claudia Sadeck",1,geoinfo,burlamaqui claudia sadeck,False
"Cheng, Liang-yee",1,geoinfo,cheng liangyee,False
"Cassanova, Marco Antônio",1,geoinfo,cassanova marco antonio,False
"Coelho, Tatiana Almeida Souza",1,geoinfo,coelho tatiana almeida souza,False
"Corseuil, Eduardo Thadeu Leite",1,geoinfo,corseuil eduardo thadeu leite,False
"Nóbrega, Hérica",1,geoinfo,nobrega herica,False
"Dias, Fábio Meira",1,geoinfo,dias fabio meira,False
"Levy, Carlos Henrique",1,geoinfo,levy carlos henrique,False
"Granero, Juliano Chaves",1,geoinfo,granero juliano chaves,False
"Plidori, Maurício Couto",1,geoinfo,plidori mauricio couto,False
"Queiroz, Gilberto",1,geoinfo,queiroz gilberto,False
"Lopes, Expedito Carlos",1,geoinfo,lopes expedito carlos,False
"Schiel, Ulrich",1,geoinfo,schiel ulrich,False
"Mendes, Tatiana Sussel Gonsalves",1,geoinfo,mendes tatiana sussel gonsalves,False
"Miranda, Rodrigo A. Vilar",1,geoinfo,miranda rodrigo a vilar,False
"Paulista, Cláudio S.",1,geoinfo,paulista claudio s,False
"Almeida, Rodrigo R.",1,geoinfo,almeida rodrigo r,False
"Catão, Bruto",1,geoinfo,catao bruto,False
"Neves, Marcos Corręa",1,geoinfo,neves marcos correa,False
"Miranda, Rodrigo A. V",1,geoinfo,miranda rodrigo a v,False
"Pedrosa, Bianca",1,geoinfo,pedrosa bianca,False
"Carneiro, Tiago",1,geoinfo,carneiro tiago,False
"Pierre, Gustavo Moreira",1,geoinfo,pierre gustavo moreira,False
"Gattas, Marcelo",1,geoinfo,gattas marcelo,False
"Vaz, Wesley",1,geoinfo,vaz wesley,False
"Magalhőes, Geovane Cayres",1,geoinfo,magalhoes geovane cayres,False
"Yi, Bei",1,geoinfo,yi bei,False
"Aguiar, Marilton Sanchotene de",1,geoinfo,aguiar marilton sanchotene de,False
"Almeida, Cassio F. P. de",1,geoinfo,almeida cassio f p de,False
"Braga, Luiz Paulo Vieira",1,geoinfo,braga luiz paulo vieira,False
"Amorim, Marcelo Dantas",1,geoinfo,amorim marcelo dantas,False
"Silva, Luiz Felipe Coutinho Ferreira da",1,geoinfo,silva luiz felipe coutinho ferreira da,False
"Strauch, Julia Mercedes",1,geoinfo,strauch julia mercedes,False
"Araujo, Pedro Henrique de Moura",1,geoinfo,araujo pedro henrique de moura,False
"Nehme, Cláudio Chauke",1,geoinfo,nehme claudio chauke,False
"Freire, Juliana",1,geoinfo,freire juliana,False
"Vinhas, Lśbia",1,geoinfo,vinhas lsbia,False
"Carvalho, Marcelo Tilio de",1,geoinfo,carvalho marcelo tilio de,False
"Raoult, Baudouin",1,geoinfo,raoult baudouin,False
"Borges, Karla Albuquerque Vasconcelos",1,geoinfo,borges karla albuquerque vasconcelos,False
"Laender, Alberto Henrique Frade",1,geoinfo,laender alberto henrique frade,False
"Dornelles, Liane Maria Azevedo",1,geoinfo,dornelles liane maria azevedo,False
"Calache, Suzanna Carreiro",1,geoinfo,calache suzanna carreiro,False
"Dias, Anna Eliza Svartman",1,geoinfo,dias anna eliza svartman,False
"Mendonça, Bárbara Santana",1,geoinfo,mendonca barbara santana,False
"Cristello, Karla de Almeida",1,geoinfo,cristello karla de almeida,False
"Barros, Cristiano de Lima Maciel",1,geoinfo,barros cristiano de lima maciel,False
"Souza, Fernando da Fonseca de",1,geoinfo,souza fernando da fonseca de,False
"Rafaeli Neto, Sílvio Luís",1,geoinfo,rafaeli neto silvio luis,False
"Rodrigues, Marcos",1,geoinfo,rodrigues marcos,False
"Rocha, Luciana Vargas da",1,geoinfo,rocha luciana vargas da,False
"Edelweiss, Nina",1,geoinfo,edelweiss nina,False
"Pellegrino, Sergio Roberto Martiello",1,geoinfo,pellegrino sergio roberto martiello,False
"Silva, Claudio Antonio da",1,geoinfo,silva claudio antonio da,False
"Valencia, Luiz Iván Ortiz",1,geoinfo,valencia luiz ivan ortiz,False
"Meirelles, Margareth Simőes",1,geoinfo,meirelles margareth simoes,False
"Gomes, Jonas",1,geoinfo,gomes jonas,False
"Carvalho, Marcelo Tulio de",1,geoinfo,carvalho marcelo tulio de,False
"Davis Junir, Clodoveu A.",1,geoinfo,davis junir clodoveu a,False
"Ferrari, Jose Antonio",1,geoinfo,ferrari jose antonio,False
"Mangin, Alain",1,geoinfo,mangin alain,False
"Egenhofer, Max",1,geoinfo,egenhofer max,False
"Franńa, Sônia Virgínia Alves",1,geoinfo,franna sonia virginia alves,False
"Ferraz, Carlos Andrķ Guimarńes",1,geoinfo,ferraz carlos andrk guimarnes,False
"Gatti, Sandro Danilo",1,geoinfo,gatti sandro danilo,False
"Kaster, Daniel dos Santos",1,geoinfo,kaster daniel dos santos,False
"Rocha, Heloísa Vieira",1,geoinfo,rocha heloisa vieira,False
"Moreira, Lucimar",1,geoinfo,moreira lucimar,False
"Osses, José Roberto",1,geoinfo,osses jose roberto,False
"Paiva, João Argemiro de Carvalho",1,geoinfo,paiva joao argemiro de carvalho,False
"Perez, Helio Alvaro de Mello",1,geoinfo,perez helio alvaro de mello,False
"Moura, Ana Maria de Carvalho",1,geoinfo,moura ana maria de carvalho,False
"Tanaka, Asterio Kiyoshi",1,geoinfo,tanaka asterio kiyoshi,False
"Agouris, Peggy",1,geoinfo,agouris peggy,False
"Prado, Alysson Bolognesi",1,geoinfo,prado alysson bolognesi,False
"Silva, Claudio Antonio",1,geoinfo,silva claudio antonio,False
"Carvalho, Paulo Cezar Pinto",1,geoinfo,carvalho paulo cezar pinto,False
"Veiga, Teresa Cristina",1,geoinfo,veiga teresa cristina,False
"Vianna, Arlindo Cardarett",1,geoinfo,vianna arlindo cardarett,False
"Teixeira, César",1,geoinfo,teixeira cesar,False
"Garrido, Juan Carlos Pinto de",1,geoinfo,garrido juan carlos pinto de,False
"Egenhofer, Max J",1,geoinfo,egenhofer max j,False
"Câmara Neto, Gilberto",1,geoinfo,camara neto gilberto,False
"Ferreira, Carla Cristina F.",1,geoinfo,ferreira carla cristina f,False
"Vilar, Alexandre S.",1,geoinfo,vilar alexandre s,False
"Glasberg, Mark S",1,geoinfo,glasberg mark s,False
"Costa, Andreia Castro",1,geoinfo,costa andreia castro,False
"Magalhães, Geovane",1,geoinfo,magalhaes geovane,False
"Alencar, Alexandre Carvalho de",1,geoinfo,alencar alexandre carvalho de,False
"DO Abril Frade, JN Pérez Castillo",10,citantes,do abril frade jn perez castillo,False
"T Em Geoinformática, TS Körting, KR Ferreira, L Vinhas",9,citantes,t em geoinformatica ts korting kr ferreira l vinhas,False
JS Longo,8,citantes,js longo,False
MG Metello,8,citantes,mg metello,False
GR de Queiroz,8,citantes,gr de queiroz,False
"AE dos Anjos, AK Neves, AHS Ipia, CAF de Noronha",7,citantes,ae dos anjos ak neves ahs ipia caf de noronha,False
"SST de Oliveira, M de Castro Cardoso",7,citantes,sst de oliveira m de castro cardoso,False
"S Rosim, AMV Monteiro, CD Rennó",7,citantes,s rosim amv monteiro cd renno,False
"CAD Júnior, LL Alves",7,citantes,cad junior ll alves,False
"AMV Monteiro, LBL Santos",6,citantes,amv monteiro lbl santos,False
"TFM de Lima, TG de Senna Carneiro, GC Neto",6,citantes,tfm de lima tg de senna carneiro gc neto,False
C Gouvêa,6,citantes,c gouvea,False
"A Vaisman, E Zimányi",6,citantes,a vaisman e zimanyi,False
"CA Davis Jr, LL Alves",6,citantes,ca davis jr ll alves,False
"AB Prado, MCC Baranauskas",6,citantes,ab prado mcc baranauskas,False
"AC Carniel, RR Ciferri",5,citantes,ac carniel rr ciferri,False
A Degbelo,5,citantes,a degbelo,False
"T Lima, S Faria, T Carneiro",5,citantes,t lima s faria t carneiro,False
TFM de Lima,5,citantes,tfm de lima,False
MA Casanova,5,citantes,ma casanova,False
"PR de Andrade, AMV Monteiro",5,citantes,pr de andrade amv monteiro,False
AA Frozza,5,citantes,aa frozza,False
"SS Costa, AP Aguiar, G Câmara",5,citantes,ss costa ap aguiar g camara,False
"G Câmara, L Vinhas, KR Ferreira, GRD Queiroz",5,citantes,g camara l vinhas kr ferreira grd queiroz,False
LCM Ribeiro Junior,5,citantes,lcm ribeiro junior,False
D Ahlers,5,citantes,d ahlers,False
"VL Machado, TT Portela, L Vanini",4,citantes,vl machado tt portela l vanini,False
"LHA Cardim, NP Kozievitch",4,citantes,lha cardim np kozievitch,False
"CM Monteiro, GR Mateus",4,citantes,cm monteiro gr mateus,False
"A Fevgas, L Akritidis, P Bozanis, Y Manolopoulos",4,citantes,a fevgas l akritidis p bozanis y manolopoulos,False
"AC Carniel, RR Ciferri, CDA Ciferri",4,citantes,ac carniel rr ciferri cda ciferri,False
MA Beber,4,citantes,ma beber,False
CA Davis,4,citantes,ca davis,False
"A Degbelo, W Kuhn",4,citantes,a degbelo w kuhn,False
"LAPP Leme, MA Casanova, KK Breitman",4,citantes,lapp leme ma casanova kk breitman,False
IPS Cabral,4,citantes,ips cabral,False
FB Gil,4,citantes,fb gil,False
AM Lopes,4,citantes,am lopes,False
"LR da Rosa, AA Frozza, R dos Santos Mello",4,citantes,lr da rosa aa frozza r dos santos mello,False
"C Zhang, T Zhao, W Li",4,citantes,c zhang t zhao w li,False
CA Davis Jr,4,citantes,ca davis jr,False
"DOA Frade, JNP Castillo",4,citantes,doa frade jnp castillo,False
H Šlezak,4,citantes,h slezak,False
"CA Davis Jr, LA de Souza",4,citantes,ca davis jr la de souza,False
TGC Carneiro,4,citantes,tgc carneiro,False
"GR Queiroz, KR Ferreira",4,citantes,gr queiroz kr ferreira,False
D Junior,4,citantes,d junior,False
"MS Silva, SABG Vidotti",4,citantes,ms silva sabg vidotti,False
F de Oliveira Ramalho,3,citantes,f de oliveira ramalho,False
"RU Paiva, SST Oliveira, LML Pascoal",3,citantes,ru paiva sst oliveira lml pascoal,False
JP de Carvalho Castro,3,citantes,jp de carvalho castro,False
"NAP Moreira, TS Körting, LV Dutra, EF Castejon",3,citantes,nap moreira ts korting lv dutra ef castejon,False
"KR Ferreira, L Ferla, GR de Queiroz",3,citantes,kr ferreira l ferla gr de queiroz,False
"L Ventrice, L Di Caro",3,citantes,l ventrice l di caro,False
"CM Monteiro, FVC Martins",3,citantes,cm monteiro fvc martins,False
"H do Nascimento Bendini, LMG Fonseca",3,citantes,h do nascimento bendini lmg fonseca,False
"Y Parcianello, NP Kozievitch",3,citantes,y parcianello np kozievitch,False
AF Amâncio,3,citantes,af amancio,False
LEO Lizardo,3,citantes,leo lizardo,False
"JHS Câmara, LFM Vegi, RO Pereira",3,citantes,jhs camara lfm vegi ro pereira,False
"JHS Câmara, LFM Vegi, RO Pereira, ZA Geöcze",3,citantes,jhs camara lfm vegi ro pereira za geocze,False
"AIH Magaña, FNG Valverde",3,citantes,aih magana fng valverde,False
MB Pinheiro,3,citantes,mb pinheiro,False
EM Carboni,3,citantes,em carboni,False
"MB Pinheiro, CA Davis Jr",3,citantes,mb pinheiro ca davis jr,False
"JHS Câmara, TT de Almeida, DR Carvalho",3,citantes,jhs camara tt de almeida dr carvalho,False
F da Costa Albuquerque,3,citantes,f da costa albuquerque,False
"LBL Santos, RV Maretto, LC de Castro Medeiros",3,citantes,lbl santos rv maretto lc de castro medeiros,False
"SHC Silva, JC Lima, TGS Carneiro",3,citantes,shc silva jc lima tgs carneiro,False
"IMR Machado, RO de Alencar, RO Campos Jr",3,citantes,imr machado ro de alencar ro campos jr,False
L Kuşak,3,citantes,l kusak,False
"S Chakri, S Raghay, S El Hadaj",3,citantes,s chakri s raghay s el hadaj,False
I Barbosa,3,citantes,i barbosa,False
"G Câmara, AP Aguiar, T Carneiro, SS Costa",3,citantes,g camara ap aguiar t carneiro ss costa,False
"MG Metello, MA Casanova",3,citantes,mg metello ma casanova,False
"MG Metello, E David, MTM de Carvalho",3,citantes,mg metello e david mtm de carvalho,False
"SS Costa, EG Moreira, ML da Silva, TM de Sousa Lima",3,citantes,ss costa eg moreira ml da silva tm de sousa lima,False
"N Arfaoui, J Akaichi",3,citantes,n arfaoui j akaichi,False
"M Manaa, J Akaichi",3,citantes,m manaa j akaichi,False
"W Oueslati, J Akaichi",3,citantes,w oueslati j akaichi,False
"M Gorawski, P Jureczek",3,citantes,m gorawski p jureczek,False
"TS Korting, LMG Fonseca",3,citantes,ts korting lmg fonseca,False
"PB Maia, T Aidar",3,citantes,pb maia t aidar,False
LR da Rosa,3,citantes,lr da rosa,False
JJ Lobo,3,citantes,jj lobo,False
"AR Lamas, J Lisboa Filho",3,citantes,ar lamas j lisboa filho,False
FL Leite Júnior,3,citantes,fl leite junior,False
M Imran,3,citantes,m imran,False
L Vinhas,3,citantes,l vinhas,False
"RSPS Ramos, GR Carneiro, ALS Oliveira",3,citantes,rsps ramos gr carneiro als oliveira,False
"J Schimiguel, MCC Baranauskas",3,citantes,j schimiguel mcc baranauskas,False
"GL Cravo, GM Ribeiro, LAN Lorena",3,citantes,gl cravo gm ribeiro lan lorena,False
"ACF Alvim, ÉD Taillard",3,citantes,acf alvim ed taillard,False
MR Fornari,3,citantes,mr fornari,False
"PG Soares, A Tanaka, F Baião",3,citantes,pg soares a tanaka f baiao,False
C Rottenbacher,3,citantes,c rottenbacher,False
"J da Silva, VC Times, AC Salgado",3,citantes,j da silva vc times ac salgado,False
R do Nascimento Fidalgo,3,citantes,r do nascimento fidalgo,False
"KAV Borges, CA Davis Jr",3,citantes,kav borges ca davis jr,False
LA de Souza,3,citantes,la de souza,False
"PC Carvalho, L Velho, M Cicconet",3,citantes,pc carvalho l velho m cicconet,False
"CAZ Barcelos, EXL de Andrade, M Boaventura",3,citantes,caz barcelos exl de andrade m boaventura,False
KD Fook,3,citantes,kd fook,False
"C Gilberto, RC Souza, AM Monteiro",3,citantes,c gilberto rc souza am monteiro,False
R Fileto,3,citantes,r fileto,False
"M Schuenck, VG Soares",3,citantes,m schuenck vg soares,False
"MS dos Santos, VG Soares",3,citantes,ms dos santos vg soares,False
BMG Ribeiro,3,citantes,bmg ribeiro,False
"RF Karine, GR Queiroz, JA Paiva, RC Modesto",3,citantes,rf karine gr queiroz ja paiva rc modesto,False
GKC Craveiro,3,citantes,gkc craveiro,False
"P Lima, G Câmara, G Queiroz",3,citantes,p lima g camara g queiroz,False
"A Pazos, J Poveda, M Gould",3,citantes,a pazos j poveda m gould,False
MS Silva,3,citantes,ms silva,False
"AC dos Santos Luciano, M de Moura Abdon",3,citantes,ac dos santos luciano m de moura abdon,False
AB Prado,3,citantes,ab prado,False
"S Robinson, P Eslambolchilar, M Jones",3,citantes,s robinson p eslambolchilar m jones,False
"VL Machado, TT Portela, GA Schreiner",2,citantes,vl machado tt portela ga schreiner,False
VL Machado,2,citantes,vl machado,False
"JPH Sansao, MCR Leles",2,citantes,jph sansao mcr leles,False
"NR Schneider, K O'sullivan, H Samet",2,citantes,nr schneider k osullivan h samet,False
"CVAM Pontes, CEC Campelo",2,citantes,cvam pontes cec campelo,False
"FA Souza, SP Camboim",2,citantes,fa souza sp camboim,False
PDEO Passarini,2,citantes,pdeo passarini,False
A Chaves Carniel,2,citantes,a chaves carniel,False
"LAS Cardoso, PRS Farias, JAC Soares",2,citantes,las cardoso prs farias jac soares,False
"JN Vidal-filho, VC Times, J Lisboa-filho",2,citantes,jn vidalfilho vc times j lisboafilho,False
"ML Rodrigues, TS Körting, GR de Queiroz",2,citantes,ml rodrigues ts korting gr de queiroz,False
"FM Carlos, VCF Gomes, GRD Queiroz",2,citantes,fm carlos vcf gomes grd queiroz,False
"C dos Santos Oliveira, M de Arruda Perreira",2,citantes,c dos santos oliveira m de arruda perreira,False
"CGS Capanema, FA Silva",2,citantes,cgs capanema fa silva,False
"F Dall'igna, V Maniesi",2,citantes,f dalligna v maniesi,False
JN Soares Filho,2,citantes,jn soares filho,False
"CA Felgueiras, JO Ortiz",2,citantes,ca felgueiras jo ortiz,False
"NAP Moreira, MS Reis, TS Körting, LV Dutra",2,citantes,nap moreira ms reis ts korting lv dutra,False
R Paiva,2,citantes,r paiva,False
RU Paiva,2,citantes,ru paiva,False
"RU Paiva, SST de Oliveira, LML Pascoal",2,citantes,ru paiva sst de oliveira lml pascoal,False
"À Miranda-pascual, P Guerra-balboa",2,citantes,a mirandapascual p guerrabalboa,False
"ZC Dagdia, V Bogorny",2,citantes,zc dagdia v bogorny,False
T Tortelli Portela,2,citantes,t tortelli portela,False
"C Lee, S Schätzle, SA Lang, T Oksanen",2,citantes,c lee s schatzle sa lang t oksanen,False
MZ Iskandarani,2,citantes,mz iskandarani,False
"TDT Uehara, SPLP Corrêa, RP Quevedo",2,citantes,tdt uehara splp correa rp quevedo,False
"SC de Andrade, C Restrepo-estrada",2,citantes,sc de andrade c restrepoestrada,False
"FAA de Souza, EM Mendiondo, N Bhattacharya-mis",2,citantes,faa de souza em mendiondo n bhattacharyamis,False
SC de Andrade,2,citantes,sc de andrade,False
"AC Carniel, CD Aguiar",2,citantes,ac carniel cd aguiar,False
"AC Carniel, G Roumelis, RR Ciferri, M Vassilakopoulos",2,citantes,ac carniel g roumelis rr ciferri m vassilakopoulos,False
"AC Carniel, G Roumelis, RR Ciferri",2,citantes,ac carniel g roumelis rr ciferri,False
A Fevgas,2,citantes,a fevgas,False
ΑΙ Φεύγας,2,citantes,αι φευγας,False
"SST de Oliveira, M de Castro Cardoso, EF Bueno",2,citantes,sst de oliveira m de castro cardoso ef bueno,False
"LS Ribeiro, TP Faleiros",2,citantes,ls ribeiro tp faleiros,False
"J Bachiega Jr, M Holanda, APF Araujo",2,citantes,j bachiega jr m holanda apf araujo,False
AFC Junior,2,citantes,afc junior,False
J Bachiega Junior,2,citantes,j bachiega junior,False
"SST de Oliveira, VJS Rodrigues",2,citantes,sst de oliveira vjs rodrigues,False
"SST de Oliveira, LML Pascoal, LG Ferreira",2,citantes,sst de oliveira lml pascoal lg ferreira,False
"V Souza, E Faggiani",2,citantes,v souza e faggiani,False
"C Bachechi, L Po",2,citantes,c bachechi l po,False
"AS Alic, T Braz, A Brito, CES Pires, N Antunes, M Vieira",2,citantes,as alic t braz a brito ces pires n antunes m vieira,False
"MM Martel, E Carrum, A Ochoa-zezzatti",2,citantes,mm martel e carrum a ochoazezzatti,False
D da Silveira Figueira,2,citantes,d da silveira figueira,False
"TP Nogueira, C Celes, H Martin",2,citantes,tp nogueira c celes h martin,False
"J Siqueira-gay, M Giannotti, M Sester",2,citantes,j siqueiragay m giannotti m sester,False
"AA Machado, SP Camboim",2,citantes,aa machado sp camboim,False
"VCF Gomes, GR Queiroz, KR Ferreira",2,citantes,vcf gomes gr queiroz kr ferreira,False
"LF Fg Assis, KR Ferreira, L Vinhas, L Maurano",2,citantes,lf fg assis kr ferreira l vinhas l maurano,False
"SR Usando Mapreduce, LFFG de Assis, G Ribeiro",2,citantes,sr usando mapreduce lffg de assis g ribeiro,False
"AH Sánchez, L Vinhas, GR de Queiroz, REO Simões",2,citantes,ah sanchez l vinhas gr de queiroz reo simoes,False
"H do Nascimento Bendini, LMG Fonseca, TS Körting",2,citantes,h do nascimento bendini lmg fonseca ts korting,False
"N de Js Junior, SS Costa, CDS Silva",2,citantes,n de js junior ss costa cds silva,False
"WR Franklin, SVG de Magalhães",2,citantes,wr franklin svg de magalhaes,False
"DK Seo, YD Eo, GW Paik",2,citantes,dk seo yd eo gw paik,False
"N Hoseinzadeh, Y Gu, LD Han, C Brakewood",2,citantes,n hoseinzadeh y gu ld han c brakewood,False
V Šimková,2,citantes,v simkova,False
"AC de Oliveira Silva, LMG Fonseca, TS Körting",2,citantes,ac de oliveira silva lmg fonseca ts korting,False
S Wiśniewski,2,citantes,s wisniewski,False
"M Cerbaro, S Morse, R Murphy, J Lynch, G Griffiths",2,citantes,m cerbaro s morse r murphy j lynch g griffiths,False
"V Ayora, F Horita, C Kamienski",2,citantes,v ayora f horita c kamienski,False
"BM Pilecki, AV Vicentiy",2,citantes,bm pilecki av vicentiy,False
"CM Monteiro, FVC Martins, CAD Junior",2,citantes,cm monteiro fvc martins cad junior,False
CDG Neto,2,citantes,cdg neto,False
"I Portugal, P Alencar, D Cowan",2,citantes,i portugal p alencar d cowan,False
DSB Virgens,2,citantes,dsb virgens,False
KR Llanes,2,citantes,kr llanes,False
"JHS Câmara, J Lisboa-filho, WD de Souza",2,citantes,jhs camara j lisboafilho wd de souza,False
"TB Ferreira, J Lisboa-filho, SM Stempliuc",2,citantes,tb ferreira j lisboafilho sm stempliuc,False
"TB Ferreira, J Lisboa-filho",2,citantes,tb ferreira j lisboafilho,False
"B Pavani-biju, JG Borges, S Marques, AC Teodoro",2,citantes,b pavanibiju jg borges s marques ac teodoro,False
"KR Ferreira, AG de Oliveira, AMV Monteiro",2,citantes,kr ferreira ag de oliveira amv monteiro,False
"CA Furtado, CA Davis Jr, MA Gonçalves",2,citantes,ca furtado ca davis jr ma goncalves,False
"D Ribeiro de Almeida, C de Souza Baptista",2,citantes,d ribeiro de almeida c de souza baptista,False
D Yao,2,citantes,d yao,False
姚迪， 张超， 黄建辉， 陈越新， 毕经平,2,citantes,姚迪 张超 黄建辉 陈越新 毕经平,False
"MA Beber, CA Ferrero, R Fileto, V Bogorny",2,citantes,ma beber ca ferrero r fileto v bogorny,False
