autores,ocorrencias,origem,nome_normalizado,possivel_duplicata
"P Solís, AH Aljaddani",1,citantes,p solis ah aljaddani,False
"AK Wijayanto, KB Seminar, R Afnan",1,citantes,ak wijayanto kb seminar r afnan,False
MB Kursah,1,citantes,mb kursah,False
"RF Frogeri, PSP Júnior, FP Piurcosky",1,citantes,rf frogeri psp junior fp piurcosky,False
"U Barua, MA Ansary, I Islam",1,citantes,u barua ma ansary i islam,False
U Barua,1,citantes,u barua,False
NH Cordeiro,1,citantes,nh cordeiro,False
"M Chen, Y Wen, S Yue",1,citantes,m chen y wen s yue,False
"A Dufilie, G Grinstein",1,citantes,a dufilie g grinstein,False
苗茹， 宋佳,1,citantes,苗茹 宋佳,False
幸志强,1,citantes,幸志强,False
"JH Peña, MY Santos",1,citantes,jh pena my santos,False
M Tech,1,citantes,m tech,False
"R Santos, P Murrieta-flores, P Calado",1,citantes,r santos p murrietaflores p calado,False
"R Santos, P Murrieta-flores",1,citantes,r santos p murrietaflores,False
"B Kilic, OC Bayrak, F Gülgen, M Uzar",1,citantes,b kilic oc bayrak f gulgen m uzar,False
"K Lee, ARC Claridades, J Lee",1,citantes,k lee arc claridades j lee,False
K Shaalan,1,citantes,k shaalan,False
B Martins,1,citantes,b martins,False
"TP Meirelles, EC Gonçalves",1,citantes,tp meirelles ec goncalves,False
"J Kaufman, R Stewart, D Maguire",1,citantes,j kaufman r stewart d maguire,False
"V Kaffes, G Giannopoulos, N Karagiannakis",1,citantes,v kaffes g giannopoulos n karagiannakis,False
"PFA de Oliveira, PA de Oliveira",1,citantes,pfa de oliveira pa de oliveira,False
BA Ranzijn,1,citantes,ba ranzijn,False
"K Alexis, V Kaffes, G Giannopoulos",1,citantes,k alexis v kaffes g giannopoulos,False
"TP Meirelles, EC Gonçalves, DT Gomes",1,citantes,tp meirelles ec goncalves dt gomes,False
"G Giannopoulos, V Kaffes, G Kostoulas",1,citantes,g giannopoulos v kaffes g kostoulas,False
AV de Sousa Marinho,1,citantes,av de sousa marinho,False
T Attractions,1,citantes,t attractions,False
"EC Gonçalves, TP Meirelles",1,citantes,ec goncalves tp meirelles,False
E Gonçalves,1,citantes,e goncalves,False
"R Santos, BE Martins, P Murrieta-flores",1,citantes,r santos be martins p murrietaflores,False
RPD Santos,1,citantes,rpd santos,False
"CBR Zavala, SSL Fernandes, ZV Pereira, SM Silva",1,citantes,cbr zavala ssl fernandes zv pereira sm silva,False
"CBR Zavala, SSL Fernandes",1,citantes,cbr zavala ssl fernandes,False
"E Vendrow, J Chae, R Kurinchi-vendhan, I Eckert",1,citantes,e vendrow j chae r kurinchivendhan i eckert,False
"S Tschirner, A Scherp, S Staab",1,citantes,s tschirner a scherp s staab,False
"J Daltio, CB Medeiros, L Gomes Jr",1,citantes,j daltio cb medeiros l gomes jr,False
"MS Mota, JSC Longo, DC Cugler, CB Medeiros",1,citantes,ms mota jsc longo dc cugler cb medeiros,False
"D Mejia, A Vasquez",1,citantes,d mejia a vasquez,False
JC Xavier,1,citantes,jc xavier,False
"MB Habib, P Apers",1,citantes,mb habib p apers,False
"D Lima, A Mendonça, AC Salgado, D Souza",1,citantes,d lima a mendonca ac salgado d souza,False
"E Kergosien, M Kamel, C Sallaberry",1,citantes,e kergosien m kamel c sallaberry,False
MB Habib,1,citantes,mb habib,False
"E Kergosien, M Kamel, C Sallaberry, MN Bessagnet",1,citantes,e kergosien m kamel c sallaberry mn bessagnet,False
"SK Appiah, K Wirekoh, EN Aidoo, SD Oduro",1,citantes,sk appiah k wirekoh en aidoo sd oduro,False
"SG Domadia, T Zaveri",1,citantes,sg domadia t zaveri,False
K Anandan,1,citantes,k anandan,False
M Mühlig,1,citantes,m muhlig,False
S Banerjee,1,citantes,s banerjee,False
"RDA Senra, CB Medeiros",1,citantes,rda senra cb medeiros,False
I Pessoal,1,citantes,i pessoal,False
"Y Zhao, A Padmanabhan, S Wang",1,citantes,y zhao a padmanabhan s wang,False
"BC Chamberlain, MJ Meitner",1,citantes,bc chamberlain mj meitner,False
"XD Song, GA Tang, XJ Liu, WF Dou, FY Li",1,citantes,xd song ga tang xj liu wf dou fy li,False
"S Ying, L Li, Y Mei, Y Gao",1,citantes,s ying l li y mei y gao,False
"V Saxena, R Shukla",1,citantes,v saxena r shukla,False
S Warn,1,citantes,s warn,False
H Nadour,1,citantes,h nadour,False
"G Budzik, P Krajewski",1,citantes,g budzik p krajewski,False
"H Nadour, N Marchand, L Reveret",1,citantes,h nadour n marchand l reveret,False
BC Chamberlain,1,citantes,bc chamberlain,False
DP Nascimento,1,citantes,dp nascimento,False
"W Bishop, TH Grubesic",1,citantes,w bishop th grubesic,False
M Salah,1,citantes,m salah,False
"EHE Yasin, C Kornel",1,citantes,ehe yasin c kornel,False
"CDG Neto, LMG Fonseca, D de Morisson Valeriano",1,citantes,cdg neto lmg fonseca d de morisson valeriano,False
"LC Degrossi, GG do Amaral, ESM de Vasconcelos",1,citantes,lc degrossi gg do amaral esm de vasconcelos,False
"PA Oliveira, CAD Junior",1,citantes,pa oliveira cad junior,False
"ZS Guo, Y Tanaka",1,citantes,zs guo y tanaka,False
BM Rabelo,1,citantes,bm rabelo,False
"FV Gutiérrez-corea, MÁ Manso-callejo",1,citantes,fv gutierrezcorea ma mansocallejo,False
"ZS Guo, M Itoh, Y Tanaka",1,citantes,zs guo m itoh y tanaka,False
FA Silva,1,citantes,fa silva,False
"MSP Meirelles, VHM Azevedo, RPD Ferraz, AR Filho",1,citantes,msp meirelles vhm azevedo rpd ferraz ar filho,False
"T Guo, K Feng, G Cong, Z Bao",1,citantes,t guo k feng g cong z bao,False
"L Wang, R Christensen, F Li, K Yi",1,citantes,l wang r christensen f li k yi,False
"D Teng, F Baig, Z Peng, J Kong, F Wang",1,citantes,d teng f baig z peng j kong f wang,False
"D Teng, F Baig, Q Sun, J Kong",1,citantes,d teng f baig q sun j kong,False
"J Kepner, A Kipf, D Engwirda, N Vembar",1,citantes,j kepner a kipf d engwirda n vembar,False
"A Formica, M Mazzei, E Pourabbas, M Rafanelli",1,citantes,a formica m mazzei e pourabbas m rafanelli,False
"A Belussi, B Catania, S Migliorini",1,citantes,a belussi b catania s migliorini,False
Z Yuan,1,citantes,z yuan,False
"Y Zhao, Z Cheng, H Dong, J Fang",1,citantes,y zhao z cheng h dong j fang,False
"H Dong, Z Cheng, J Fang",1,citantes,h dong z cheng j fang,False
"B Catania, G Guerrini",1,citantes,b catania g guerrini,False
LMH Abdelhafeez,1,citantes,lmh abdelhafeez,False
"AHV Raulalexandrupersa, C Zacharatou",1,citantes,ahv raulalexandrupersa c zacharatou,False
"Y Zhao, Q Qiu, J Fang, L Li",1,citantes,y zhao q qiu j fang l li,False
AM Kipf,1,citantes,am kipf,False
"SK Boucetta, D Daman, S Shaik",1,citantes,sk boucetta d daman s shaik,False
"Z Cheng, H Dong, Y Zhao, X Zhang",1,citantes,z cheng h dong y zhao x zhang,False
D Teng,1,citantes,d teng,False
"J Sadidi, S Sahebi Vayghan, H Rezaiyan",1,citantes,j sadidi s sahebi vayghan h rezaiyan,False
"G Zhang, Y Pan, Y Ying",1,citantes,g zhang y pan y ying,False
G Zhang,1,citantes,g zhang,False
MM Sardadi,1,citantes,mm sardadi,False
"سديدي جواد, صاحبي وايقان سعيده, رضاييان هاني",1,citantes,سديدي جواد صاحبي وايقان سعيده رضاييان هاني,False
SE Computaçao,1,citantes,se computacao,False
Y Hu,1,citantes,y hu,False
"E Acheson, M Volpi, RS Purves",1,citantes,e acheson m volpi rs purves,False
"H Manguinhas, B Martins",1,citantes,h manguinhas b martins,False
"H Manguinhas, B Martins, J Borbinha",1,citantes,h manguinhas b martins j borbinha,False
"MA Casanova, T Lauschner, LAPP Leme",1,citantes,ma casanova t lauschner lapp leme,False
"D Oh, XA Yao",1,citantes,d oh xa yao,False
"LT Li, R da Silva Torres",1,citantes,lt li r da silva torres,False
"V Tanasescu, PD Smart, CB Jones",1,citantes,v tanasescu pd smart cb jones,False
"DF Brauner, RM Araújo, GRM Santos",1,citantes,df brauner rm araujo grm santos,False
TL Lin,1,citantes,tl lin,False
D Oh,1,citantes,d oh,False
"MA Casanova, T Lauschner, LAPP Leme, KK Breitman",1,citantes,ma casanova t lauschner lapp leme kk breitman,False
"GVS Figueiredo, AD da Costa, CJP Lucena",1,citantes,gvs figueiredo ad da costa cjp lucena,False
"O Bittencourt, G Câmara, L Vinhas",1,citantes,o bittencourt g camara l vinhas,False
"GN Geller, F Melton",1,citantes,gn geller f melton,False
"D Sébastien, N Conruyt, R Courdier",1,citantes,d sebastien n conruyt r courdier,False
"RV Gorbunov, YV Plugatar, VO Smyrnov",1,citantes,rv gorbunov yv plugatar vo smyrnov,False
"D Sébastien, R Courdier, N Conruyt",1,citantes,d sebastien r courdier n conruyt,False
"KD Fook, S Amaral, AMV Monteiro, G Câmara",1,citantes,kd fook s amaral amv monteiro g camara,False
"KD Fook, AMV Monteiro, G Câmara, S Amaral",1,citantes,kd fook amv monteiro g camara s amaral,False
"D Sébastien, N Conruyt, R Courdier, N Sébastien",1,citantes,d sebastien n conruyt r courdier n sebastien,False
"РВ Горбунов, ВО Смирнов",1,citantes,рв горбунов во смирнов,False
"Z Liu, CK Loo, K Pasupa",1,citantes,z liu ck loo k pasupa,False
"I Khan, MW Jack, J Stephenson",1,citantes,i khan mw jack j stephenson,False
"H Tyralis, N Mamassis, YN Photis",1,citantes,h tyralis n mamassis yn photis,False
"F Puente-sotomayor, F Barragán-ochoa, J Teller",1,citantes,f puentesotomayor f barraganochoa j teller,False
"K Blay, K Agyekum, A Opoku",1,citantes,k blay k agyekum a opoku,False
"C Tomazzoli, M Cristani, E Karafili",1,citantes,c tomazzoli m cristani e karafili,False
"M Cristani, C Tomazzoli, E Karafili",1,citantes,m cristani c tomazzoli e karafili,False
"M Cristani, F Olivieri",1,citantes,m cristani f olivieri,False
"EH Diniz, AK Cernev, L Gonzalez",1,citantes,eh diniz ak cernev l gonzalez,False
"ER Francisco, EB Fagundes, MC Ponchio",1,citantes,er francisco eb fagundes mc ponchio,False
김재완， 정태용， 이태동， 이동근,1,citantes,김재완 정태용 이태동 이동근,False
"RC Souza, JFM Pessanha",1,citantes,rc souza jfm pessanha,False
"R Mvungi, R Kiiza, PV Chombo",1,citantes,r mvungi r kiiza pv chombo,False
"MMA Lusquiños, E de Rezende Francisco-eduardo",1,citantes,mma lusquinos e de rezende franciscoeduardo,False
"W Isnan, H Nugroho, M Saad",1,citantes,w isnan h nugroho m saad,False
YS Kong,1,citantes,ys kong,False
SK Srivastava,1,citantes,sk srivastava,False
"W Zainudin, NA Ramli",1,citantes,w zainudin na ramli,False
"HL Khalid, M Bujang",1,citantes,hl khalid m bujang,False
AF Flores,1,citantes,af flores,False
HHD Tasik,1,citantes,hhd tasik,False
MM Denis,1,citantes,mm denis,False
"F Gerab, PAM de Oliveira",1,citantes,f gerab pam de oliveira,False
"H Tissot, MD Del Fabro, L Derczynski",1,citantes,h tissot md del fabro l derczynski,False
"H Tissot, G Peschl, MD Del Fabro",1,citantes,h tissot g peschl md del fabro,False
"JF Neis, CE Costa",1,citantes,jf neis ce costa,False
"D Negrini, D de Brum Saccol",1,citantes,d negrini d de brum saccol,False
"L Weitzel, J Calixtojoaquim, APR Pimentel",1,citantes,l weitzel j calixtojoaquim apr pimentel,False
"JA Johann, JV Rocha, SRM Oliveira",1,citantes,ja johann jv rocha srm oliveira,False
BS dos Santos,1,citantes,bs dos santos,False
"RAC Lamparelli, JA Johann, ÉR Santos",1,citantes,rac lamparelli ja johann er santos,False
"BNB Paixão, LB da Silva",1,citantes,bnb paixao lb da silva,False
TCF Diógenes,1,citantes,tcf diogenes,False
"K Sun, Y Zhu, J Song",1,citantes,k sun y zhu j song,False
"F Lu, L Yu, P Qiu",1,citantes,f lu l yu p qiu,False
"L Vaccari, P Shvaiko",1,citantes,l vaccari p shvaiko,False
"C Zhang, W Li, T Zhao",1,citantes,c zhang w li t zhao,False
"YQ Huang, Y Zhang",1,citantes,yq huang y zhang,False
"DF Brauner, C Intrator, JC Freitas, MA Casanova",1,citantes,df brauner c intrator jc freitas ma casanova,False
"N Abadie, A Mechouche, S Mustière",1,citantes,n abadie a mechouche s mustiere,False
"K Jitkajornwanich, R Elmasri, C Li",1,citantes,k jitkajornwanich r elmasri c li,False
"GN Hess, C Iochpe, S Castano",1,citantes,gn hess c iochpe s castano,False
L Vaccari,1,citantes,l vaccari,False
"L Yu, X Liu, M Li, P Peng, F Lu",1,citantes,l yu x liu m li p peng f lu,False
R Karam,1,citantes,r karam,False
K Jitkajornwanich,1,citantes,k jitkajornwanich,False
O Ahlqvist,1,citantes,o ahlqvist,False
"J He, N Chen, W Mi",1,citantes,j he n chen w mi,False
"F Vera Voronisky, E Garea Llano",1,citantes,f vera voronisky e garea llano,False
"FV Voronisky, EG Llano",1,citantes,fv voronisky eg llano,False
"SP Camboim, CR Sluter",1,citantes,sp camboim cr sluter,False
B Shaghayegh,1,citantes,b shaghayegh,False
"LY Lin, CH Huang",1,citantes,ly lin ch huang,False
"SP Camboim, MCB Brandalize",1,citantes,sp camboim mcb brandalize,False
"A Modarreszadeh Barzoki, R Sarvar",1,citantes,a modarreszadeh barzoki r sarvar,False
"FG de Andrade, FL Leite",1,citantes,fg de andrade fl leite,False
"KK Moreri, X Yi, D Mioc",1,citantes,kk moreri x yi d mioc,False
M Baldowski,1,citantes,m baldowski,False
S Kurzbach,1,citantes,s kurzbach,False
TR do Amaral,1,citantes,tr do amaral,False
"P Corcoran, P Mooney, A Winstanley",1,citantes,p corcoran p mooney a winstanley,False
BM Meijers,1,citantes,bm meijers,False
M Meijers,1,citantes,m meijers,False
"P Corcoran, P Mooney",1,citantes,p corcoran p mooney,False
"DE Andrianov, SV Eremeev, KV Kuptsov",1,citantes,de andrianov sv eremeev kv kuptsov,False
S Du,1,citantes,s du,False
"CAO Zhenzhou, LI Manchun",1,citantes,cao zhenzhou li manchun,False
V Razým,1,citantes,v razym,False
操震洲， 李满春， 程亮， 陈振杰,1,citantes,操震洲 李满春 程亮 陈振杰,False
ML Galvão,1,citantes,ml galvao,False
"Z Cao, M Li, L Cheng, Z Chen",1,citantes,z cao m li l cheng z chen,False
"M Baglioni, MV Masserotti, C Renso",1,citantes,m baglioni mv masserotti c renso,False
"M Baglioni, E Giovannetti, MV Masserotti",1,citantes,m baglioni e giovannetti mv masserotti,False
RF Viegas,1,citantes,rf viegas,False
U Phumisathan,1,citantes,u phumisathan,False
CM Marques,1,citantes,cm marques,False
SH Alavi,1,citantes,sh alavi,False
"M Baglioni, MV Masserotti, C Renso, L Spinsanti",1,citantes,m baglioni mv masserotti c renso l spinsanti,False
"A Maghraby, M Saleh, F Eassa",1,citantes,a maghraby m saleh f eassa,False
R Dinakar,1,citantes,r dinakar,False
MF Machine,1,citantes,mf machine,False
"P Shrestha, L Zhou",1,citantes,p shrestha l zhou,False
"ES Manolakos, DG Galatopoullos",1,citantes,es manolakos dg galatopoullos,False
"G Kousalya, P Narayanasamy, LO Anyanwu",1,citantes,g kousalya p narayanasamy lo anyanwu,False
"A Sarkar Mondal, S Chattopadhyay",1,citantes,a sarkar mondal s chattopadhyay,False
H Yoon,1,citantes,h yoon,False
T Manig,1,citantes,t manig,False
"RS Bivand, EJ Pebesma, V Gómez-rubio",1,citantes,rs bivand ej pebesma v gomezrubio,False
"KV Reddy, SLSV Jayanthi, K Tharani, PN Sowjanya",1,citantes,kv reddy slsv jayanthi k tharani pn sowjanya,False
"GM de Espindola, ELN da Costa Carneiro",1,citantes,gm de espindola eln da costa carneiro,False
"Y Cao, DP Ames",1,citantes,y cao dp ames,False
"PR de Andrade Neto, PJ Ribeiro Jr",1,citantes,pr de andrade neto pj ribeiro jr,False
"Y Cao, DP Ames, P Yang",1,citantes,y cao dp ames p yang,False
"B Sibolla, JL Smit",1,citantes,b sibolla jl smit,False
Y Cao,1,citantes,y cao,False
"R Chen, S Chen",1,citantes,r chen s chen,False
"Y Shao, D Chen, B Zhao",1,citantes,y shao d chen b zhao,False
"TBP Anzolin, PL de Paula Filho, L Gebler",1,citantes,tbp anzolin pl de paula filho l gebler,False
D Santos,1,citantes,d santos,False
"AKM Al-nasrawi, SM Hamylton, BG Jones",1,citantes,akm alnasrawi sm hamylton bg jones,False
"TP Merlo, JV Rocha",1,citantes,tp merlo jv rocha,False
AKM Al-nasrawi,1,citantes,akm alnasrawi,False
"AKM Al-nasrawi, BG Jones, YM Alyazichi, S Hamylton",1,citantes,akm alnasrawi bg jones ym alyazichi s hamylton,False
"SEDEF Lucena, RM de Moraes",1,citantes,sedef lucena rm de moraes,False
B Lobo,1,citantes,b lobo,False
"MO Prates, RM Assunção, MA Costa",1,citantes,mo prates rm assuncao ma costa,False
Anahae Silva,1,citantes,anahae silva,False
"FF Ribeiro, JG Rodriges, J de Araújo Ferreira",1,citantes,ff ribeiro jg rodriges j de araujo ferreira,False
"WS Carneiro, J de Almeida Nogueira, RM de Moraes",1,citantes,ws carneiro j de almeida nogueira rm de moraes,False
EMJ Pessoa,1,citantes,emj pessoa,False
"R Scheepens, N Willems",1,citantes,r scheepens n willems,False
"MB Kalinowska, K Västilä, M Nones",1,citantes,mb kalinowska k vastila m nones,False
"N Willems, R Scheepens, H Van de Wetering",1,citantes,n willems r scheepens h van de wetering,False
"T Leduc, E Bocher, FG Cortés, G Moreau",1,citantes,t leduc e bocher fg cortes g moreau,False
"W Luo, Z Yu, L Yuan, Y Hu, AX Zhu",1,citantes,w luo z yu l yuan y hu ax zhu,False
"GL Casas, F Scorza",1,citantes,gl casas f scorza,False
SZ Allam,1,citantes,sz allam,False
"BI Inogwabini, M Dianda",1,citantes,bi inogwabini m dianda,False
"LI Gómez, SA Gómez, A Vaisman",1,citantes,li gomez sa gomez a vaisman,False
R Mchugh,1,citantes,r mchugh,False
"U Falchi, P Maglione, P Mercogliano",1,citantes,u falchi p maglione p mercogliano,False
"MA Kang, M Zaamoune, F Pinet",1,citantes,ma kang m zaamoune f pinet,False
"J Zhang, W Yang, J Sun, Y Lv",1,citantes,j zhang w yang j sun y lv,False
"SS Costa, G Câmara, D Palomo",1,citantes,ss costa g camara d palomo,False
K de Jong,1,citantes,k de jong,False
JA Mercado Zuluaga,1,citantes,ja mercado zuluaga,False
DM Almeida,1,citantes,dm almeida,False
张剑波， 杨文鑫， 周斯波， 张帅,1,citantes,张剑波 杨文鑫 周斯波 张帅,False
H Amakdouf,1,citantes,h amakdouf,False
H Ban,1,citantes,h ban,False
"N Chenfour, H Amakdouf",1,citantes,n chenfour h amakdouf,False
"C Mcbride, C Ionescu, R Bird, P Bahr",1,citantes,c mcbride c ionescu r bird p bahr,False
"R Mahabir, A Crooks, A Croitoru",1,citantes,r mahabir a crooks a croitoru,False
"XW Yu, HY Liu, YC Yang, X Zhang",1,citantes,xw yu hy liu yc yang x zhang,False
"M Kim, I Gwak, J Koh",1,citantes,m kim i gwak j koh,False
"G Suciu, C Butca, C Dobre",1,citantes,g suciu c butca c dobre,False
"JCT da Silva, CA Davis Jr",1,citantes,jct da silva ca davis jr,False
"LF da Matta Vegi, DA Peixoto, LS Soares",1,citantes,lf da matta vegi da peixoto ls soares,False
"G Fronza, SP Camboim",1,citantes,g fronza sp camboim,False
"H Wang, A Hamilton",1,citantes,h wang a hamilton,False
"OC da Silva, J Lisboa-filho, JL Braga",1,citantes,oc da silva j lisboafilho jl braga,False
JN Vidal Filho,1,citantes,jn vidal filho,False
"RL Silva, RP Julião",1,citantes,rl silva rp juliao,False
"LFM Vegi, J Lisboa-filho",1,citantes,lfm vegi j lisboafilho,False
R Chen,1,citantes,r chen,False
"LF da Matta, J Lisboa-filho",1,citantes,lf da matta j lisboafilho,False
"PL E Silva, AP dos Santos",1,citantes,pl e silva ap dos santos,False
"U Klein, H Müller",1,citantes,u klein h muller,False
LFM Vegi,1,citantes,lfm vegi,False
"R Borba, J Strauch, JM Souza",1,citantes,r borba j strauch jm souza,False
"A Weidner, A Wu, S Thompson",1,citantes,a weidner a wu s thompson,False
MV Montanari,1,citantes,mv montanari,False
TD Gonçalves,1,citantes,td goncalves,False
"X Yu, Y Yang, H Liu, X Li",1,citantes,x yu y yang h liu x li,False
"SMP Sartor, A Sartor, L Palm, EJ Shinohara",1,citantes,smp sartor a sartor l palm ej shinohara,False
A Indrajit,1,citantes,a indrajit,False
"L Huang, X Zhu, W Guo, M Shui",1,citantes,l huang x zhu w guo m shui,False
"OC Silva, TS Miranda, J Lisboa-filho",1,citantes,oc silva ts miranda j lisboafilho,False
"AA Ghaemia, F Samadzadeganb, A Rajabifardc",1,citantes,aa ghaemia f samadzadeganb a rajabifardc,False
C Reihe,1,citantes,c reihe,False
ES Martins,1,citantes,es martins,False
"AA de Almeida Ribeiro, J Lisboa Filho",1,citantes,aa de almeida ribeiro j lisboa filho,False
IRV Pola,1,citantes,irv pola,False
RD Souto,1,citantes,rd souto,False
"BSD Ing, Z Kapovic",1,citantes,bsd ing z kapovic,False
"KD Fook, AMV Monteiro, G Câmara",1,citantes,kd fook amv monteiro g camara,False
"FJ López-pellicer, R Béjar",1,citantes,fj lopezpellicer r bejar,False
FJL Pellicer,1,citantes,fjl pellicer,False
АИ Рябинков,1,citantes,аи рябинков,False
L Franciscon,1,citantes,l franciscon,False
"B Beach, J Brown, T Tarlton, PA Derosa",1,citantes,b beach j brown t tarlton pa derosa,False
CM Lima,1,citantes,cm lima,False
"CM de Lima, LMG Gonçalves, C Bentes, R Farias",1,citantes,cm de lima lmg goncalves c bentes r farias,False
春辉周， 维呙， 宇夏,1,citantes,春辉周 维呙 宇夏,False
"XY Zhu, CH Zhou, W Guo, Y Xia",1,citantes,xy zhu ch zhou w guo y xia,False
S Migliorini,1,citantes,s migliorini,False
"WS Meyer, JM Souza",1,citantes,ws meyer jm souza,False
樊明辉， 陈崇成， 吴小竹,1,citantes,樊明辉 陈崇成 吴小竹,False
"A Hussain, M Aslam, SM Arif",1,citantes,a hussain m aslam sm arif,False
"X Li, X Feng, Z Zeng, X Xu",1,citantes,x li x feng z zeng x xu,False
Н Ковачев,1,citantes,н ковачев,False
"PCM Meira, W Shin-ting",1,citantes,pcm meira w shinting,False
"A de Assis Mota, LTM Mota",1,citantes,a de assis mota ltm mota,False
"H Liu, SK Al-khafaji, AE Smith",1,citantes,h liu sk alkhafaji ae smith,False
F Papadimitriou,1,citantes,f papadimitriou,False
"I Doukas, G Retscher",1,citantes,i doukas g retscher,False
ID Doukas,1,citantes,id doukas,False
"L Guohui, L Yanhong, L Jianjun, LC Shu, Y Fumin",1,citantes,l guohui l yanhong l jianjun lc shu y fumin,False
"HL Sun, C Jiang, JL Liu, L Sun",1,citantes,hl sun c jiang jl liu l sun,False
"S Wang, MA Cheema, X Lin",1,citantes,s wang ma cheema x lin,False
李艳红， 李国徽， 杜小坤,1,citantes,李艳红 李国徽 杜小坤,False
"JAF Neto, EC dos Santos Junior",1,citantes,jaf neto ec dos santos junior,False
"WP Amorim, H Pistori",1,citantes,wp amorim h pistori,False
JA Ferreira Neto,1,citantes,ja ferreira neto,False
Í de Oliveira Matias,1,citantes,i de oliveira matias,False
"JV Chaiblich, MLS Lima, RF Oliveira",1,citantes,jv chaiblich mls lima rf oliveira,False
"WB Batella, AMA Diniz",1,citantes,wb batella ama diniz,False
"MPA Souza, MS da Natividade, GL Werneck",1,citantes,mpa souza ms da natividade gl werneck,False
"RA Arcêncio, AS Belchior, LH Arroyo",1,citantes,ra arcencio as belchior lh arroyo,False
"MB Nery, S Adorno",1,citantes,mb nery s adorno,False
"SLC Silva, JMG Fachel, SK Kato",1,citantes,slc silva jmg fachel sk kato,False
FG Nunes,1,citantes,fg nunes,False
"TS Rocha, LC Pires, GL de Oliveira, SR Ferreira",1,citantes,ts rocha lc pires gl de oliveira sr ferreira,False
G Martinelli,1,citantes,g martinelli,False
"LP Amorim, MIB Senna, JS Paula",1,citantes,lp amorim mib senna js paula,False
JR Angelo,1,citantes,jr angelo,False
"PR Scalco, AP Gomes, HD Carvalho",1,citantes,pr scalco ap gomes hd carvalho,False
KB Silveira,1,citantes,kb silveira,False
"MP Baccino, SV Costa, NV dos Santos",1,citantes,mp baccino sv costa nv dos santos,False
RF Cavalin,1,citantes,rf cavalin,False
"SC Hess, OP Trevisan, AP Alvarenga",1,citantes,sc hess op trevisan ap alvarenga,False
FV Fernandes,1,citantes,fv fernandes,False
KMFA Araújo,1,citantes,kmfa araujo,False
"KB da Silveira, JRS Silva, FP Reis, AD dos Santos",1,citantes,kb da silveira jrs silva fp reis ad dos santos,False
"ME Bastianini, RG Ferreira, JA Marsicano",1,citantes,me bastianini rg ferreira ja marsicano,False
"RSP da Silva, GR Carneiro, ALS de Oliveira",1,citantes,rsp da silva gr carneiro als de oliveira,False
"RD Marques, JR Angelo, AA de Lima, C Barcellos",1,citantes,rd marques jr angelo aa de lima c barcellos,False
"AAR Queiroz, TZ Berra, ATI Bruce",1,citantes,aar queiroz tz berra ati bruce,False
"EÁVUE Taxas, PORD de Internação",1,citantes,eavue taxas pord de internacao,False
MR Araújo,1,citantes,mr araujo,False
"SC Hess, AP Alvarenga",1,citantes,sc hess ap alvarenga,False
"SC Hess, OP Trevisan",1,citantes,sc hess op trevisan,False
MO Prates,1,citantes,mo prates,False
R Samujh,1,citantes,r samujh,False
"SC Hess, AP Alvarenga, C Medeiros, F Oliveira",1,citantes,sc hess ap alvarenga c medeiros f oliveira,False
"CLB Canas, OAM Monteiro",1,citantes,clb canas oam monteiro,False
"D Melo, PLB Silva, LA Menezes",1,citantes,d melo plb silva la menezes,False
"DA Chagas, ES Furtado, J Nobre Jr",1,citantes,da chagas es furtado j nobre jr,False
VF Fernandes,1,citantes,vf fernandes,False
"GA Oliveira, SCM Cavalcante",1,citantes,ga oliveira scm cavalcante,False
"J Gonçalves, I Oliveira, IBR Barbosa",1,citantes,j goncalves i oliveira ibr barbosa,False
JD Santos,1,citantes,jd santos,False
YS Cavalcanti,1,citantes,ys cavalcanti,False
"AG Schafer, CH Richa, C de Matos Alonso, DM Moreira",1,citantes,ag schafer ch richa c de matos alonso dm moreira,False
"GS Souza, IM Santos, P Zeilhofer",1,citantes,gs souza im santos p zeilhofer,False
"AZ Martinhago, SR de Sales Campos, RA da Silva",1,citantes,az martinhago sr de sales campos ra da silva,False
"CB Medeiros, R da Silva Torres",1,citantes,cb medeiros r da silva torres,False
"VC da Costa, V de Assis, JVM Ribeiro",1,citantes,vc da costa v de assis jvm ribeiro,False
"DA Chagas, ES Furtado, CLB Maia, PR Pinheiro",1,citantes,da chagas es furtado clb maia pr pinheiro,False
GSS Guarienti,1,citantes,gss guarienti,False
DEI de Mapas,1,citantes,dei de mapas,False
"S Shi, M Charlton",1,citantes,s shi m charlton,False
"MG Gruppi, SVG Magalhães, MVA Andrade",1,citantes,mg gruppi svg magalhaes mva andrade,False
陈轶， 彭认灿， 郑义东， 董箭， 李宁,1,citantes,陈轶 彭认灿 郑义东 董箭 李宁,False
张传明， 潘懋， 吴焕萍， 徐绘宏,1,citantes,张传明 潘懋 吴焕萍 徐绘宏,False
"A Piroutek, R Assunção, T Paiva",1,citantes,a piroutek r assuncao t paiva,False
"T Paiva, R Assunção, T Simões",1,citantes,t paiva r assuncao t simoes,False
"C Mayr, U Zdun, S Dustdar",1,citantes,c mayr u zdun s dustdar,False
C Mayr,1,citantes,c mayr,False
"BE Teitler, MD Lieberman, D Panozzo",1,citantes,be teitler md lieberman d panozzo,False
"M Luboschik, H Schumann",1,citantes,m luboschik h schumann,False
"Y Fan, S Lyu, J Guo, F Zhou",1,citantes,y fan s lyu j guo f zhou,False
K Mote,1,citantes,k mote,False
