id_geoinfo,ordem,autor_original,autor_padronizado,instituicao_original,instituicao_padronizada
8JMKD2USPTW34P/4DK6KB2,3,"Sansăo, Joao P. H.",Joao P. H. Sansăo,Universidade Federal de Sao Joăo del-Rei (UFSJ),Universidade Federal de Sao Joăo del-Rei (UFSJ)
8JMKD2USPTW34P/4DK6KB2,4,"Leles, Michel C. R.",Michel C. R. Leles,Universidade Federal de Sao Joăo del-Rei (UFSJ),Universidade Federal de Sao Joăo del-Rei (UFSJ)
8JMKD2USPTW34P/4DK6R92,1,"Soares, Giovanni Guarnieri",Giovanni Guarnieri Soares,National Institute for Space Research (INPE),INPE
8JMKD2USPTW34P/4DK6R92,2,"Carvalho, Luiz M.",Luiz M. Carvalho,Getulio Vargas Foundation (FGV),Getulio Vargas Foundation (FGV)
8JMKD2USPTW34P/4DK6R92,3,"Santos, Leonardo B. L.",Leonardo B. L. Santos,National Center for Monitoring and Early Warning of Natural Disasters (Cemaden),National Center for Monitoring and Early Warning of Natural Disasters (Cemaden)
8JMKD2USPTW34P/4DKBC3S,1,"Totti, Camila",Camila Totti,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBC3S,2,"Guimaraes, Vinícius Lima",Vinícius Lima Guimaraes,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBC3S,3,"Monteiro, Antonio Miguel Vieira",Antonio Miguel Vieira Monteiro,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBC3S,4,"Escada, Maria Isabel Sobral",Maria Isabel Sobral Escada,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD2USPTW34P/4DKBC3S,5,"Sant’Anna, Sidnei Joao Siqueira",Sidnei Joao Siqueira Sant’Anna,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADCB2S,1,"Andrade, Pedro Ribeiro de",Pedro Ribeiro de Andrade,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADCB2S,2,"Soterroni, Aline C.",Aline C. Soterroni,University of Oxford,University of Oxford
8JMKD3MGPDW34P/4ADCB2S,3,"Arcoverde, Gustavo Felipe Balué",Gustavo Felipe Balué Arcoverde,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADCB2S,4,"Escada, Maria Isabel Sobral",Maria Isabel Sobral Escada,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBM45,1,"Andrade, Bárbara Coelho de",Bárbara Coelho de Andrade,Embrapa Solos,Embrapa Solos
8JMKD3MGPDW34P/4ADBM45,2,"Vasques, Gustavo Mattos",Gustavo Mattos Vasques,Embrapa Solos,Embrapa Solos
8JMKD3MGPDW34P/4ADBM45,3,"Pedreira, Joăo Pedro das Neves Cardoso",Joăo Pedro das Neves Cardoso Pedreira,Embrapa Solos,Embrapa Solos
8JMKD3MGPDW34P/4ADBM45,4,"Roque, Lygia Crespo dos Santos",Lygia Crespo dos Santos Roque,Embrapa Solos,Embrapa Solos
8JMKD3MGPDW34P/4ADBM45,5,"Dart, Ricardo de Oliveira",Ricardo de Oliveira Dart,Embrapa Solos,Embrapa Solos
8JMKD3MGPDW34P/4ADBM45,6,"Balieiro, Fabiano de Carvalho",Fabiano de Carvalho Balieiro,Embrapa Solos,Embrapa Solos
8JMKD3MGPDW34P/4ADBM45,7,"Magalhăes, Monise Aguillar Faria",Monise Aguillar Faria Magalhăes,Secretaria de Estado do Ambiente e Sustentabilidade do Rio de Janeiro,Secretaria de Estado do Ambiente e Sustentabilidade do Rio de Janeiro
8JMKD3MGPDW34P/4ADBJBP,1,"Bartolomei, Bianca da Rocha",Bianca da Rocha Bartolomei,Universidade Federal de Itajubá (UNIFEI),Universidade Federal de Itajubá (UNIFEI)
8JMKD3MGPDW34P/4ADBJBP,2,"Paula, Melise Maria Veiga de",Melise Maria Veiga de Paula,Universidade Federal de Itajubá (UNIFEI),Universidade Federal de Itajubá (UNIFEI)
8JMKD3MGPDW34P/4ADBJBP,3,"Souza, Vanessa Cristina Oliveira de",Vanessa Cristina Oliveira de Souza,Universidade Federal de Itajubá (UNIFEI),Universidade Federal de Itajubá (UNIFEI)
8JMKD3MGPDW34P/4ADCA38,1,"Braga, Daniel",Daniel Braga,Universidade Federal de Santa Catarina (UFSC),Universidade Federal de Santa Catarina (UFSC)
8JMKD3MGPDW34P/4ADCA38,2,"Aragăo, Luiz Eduardo Oliveira e Cruz de",Luiz Eduardo Oliveira e Cruz de Aragăo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADCA38,3,"Anderson, Liana O.",Liana O. Anderson,Centro Nacional de Monitoramento e Alertas de Desastres Naturais (CEMADEN),Centro Nacional de Monitoramento e Alertas de Desastres Naturais (CEMADEN)
8JMKD3MGPDW34P/4ADCA38,4,"Dutra, Débora J.",Débora J. Dutra,Centro Nacional de Monitoramento e Alertas de Desastres Naturais (CEMADEN),Centro Nacional de Monitoramento e Alertas de Desastres Naturais (CEMADEN)
8JMKD3MGPDW34P/4ADCA38,5,"Cabral, Beatriz Figueiredo",Beatriz Figueiredo Cabral,Centro Nacional de Monitoramento e Alertas de Desastres Naturais (CEMADEN),Centro Nacional de Monitoramento e Alertas de Desastres Naturais (CEMADEN)
8JMKD3MGPDW34P/4ADCA38,6,"Dalagnol, Ricardo",Ricardo Dalagnol,University of California,University of California
8JMKD3MGPDW34P/4ADBL6L,1,"Camargo, Barbara Celi Braga",Barbara Celi Braga Camargo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBL6L,2,"Oliveira, Lucas Martins",Lucas Martins Oliveira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBL6L,3,"Vinhas, Lubia",Lubia Vinhas,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBL6L,4,"Queiroz, Gilberto Ribeiro de",Gilberto Ribeiro de Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBL6L,5,"Barbosa, Eduardo Batista de Moares",Eduardo Batista de Moares Barbosa,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBKJ5,1,"Dalcin, Guilherme K.",Guilherme K. Dalcin,Universidade Federal do Rio Grande do Sul (UFRGS),Universidade Federal do Rio Grande do Sul (UFRGS)
8JMKD3MGPDW34P/4ADBKJ5,2,"Krafta, Romulo",Romulo Krafta,Universidade Federal do Rio Grande do Sul (UFRGS),Universidade Federal do Rio Grande do Sul (UFRGS)
8JMKD3MGPDW34P/4ADBLDB,1,"Domingos, Breno Izidoro",Breno Izidoro Domingos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBLDB,2,"Silva, Darlan Teles da",Darlan Teles da Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBLDB,3,"Correia, Guilherme Gomes",Guilherme Gomes Correia,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBLDB,4,"Pinho, Ignácio Martins",Ignácio Martins Pinho,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBLDB,5,"Pereira, Vinicius Belquiman",Vinicius Belquiman Pereira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBJ55,1,"Garcia, André Dalla Bernardina",André Dalla Bernardina Garcia,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBJ55,2,"Chaves, Michel Eustáquio Dantas",Michel Eustáquio Dantas Chaves,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBJ55,3,"Silva, Darlan Teles da",Darlan Teles da Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBJ55,4,"Prudente, Victor Hugo R.",Victor Hugo R. Prudente,University of Michigan (UofM),University of Michigan (UofM)
8JMKD3MGPDW34P/4ADBJ55,5,"Sanches, Ieda Del'Arco",Ieda Del'Arco Sanches,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADCAP8,1,"Haji, Shahida",Shahida Haji,University of Punjab,University of Punjab
8JMKD3MGPDW34P/4ADCAP8,2,"Ahmad, Junaid",Junaid Ahmad,University of Texas at Arlington,University of Texas at Arlington
8JMKD3MGPDW34P/4ADCAP8,3,"Pervaiz, Fahad",Fahad Pervaiz,University of Texas at Arlington,University of Texas at Arlington
8JMKD3MGPDW34P/4ADCAP8,4,"Darafshani, Mahsa Samadi",Mahsa Samadi Darafshani,University of Texas at Arlington,University of Texas at Arlington
8JMKD3MGPDW34P/4ADCAP8,5,"Mowla, Qazi Ashique E.",Qazi Ashique E. Mowla,University of Texas at Arlington,University of Texas at Arlington
8JMKD3MGPDW34P/4ADC7Q8,1,"Juneja, Rohit",Rohit Juneja,Universidade Federal do ABC (UFABC),Universidade Federal do ABC (UFABC)
8JMKD3MGPDW34P/4ADC7Q8,2,"Feitosa, Flávia da Fonseca",Flávia da Fonseca Feitosa,Universidade Federal do ABC (UFABC),Universidade Federal do ABC (UFABC)
8JMKD3MGPDW34P/4ADBJJE,1,"Machado, Vanessa Lago",Vanessa Lago Machado,Universidade Federal de Santa Catarina (UFSC),Universidade Federal de Santa Catarina (UFSC)
8JMKD3MGPDW34P/4ADBJJE,2,"Portela, Tarlis Tortelli",Tarlis Tortelli Portela,Instituto Federal do Paraná (IFPR),Instituto Federal do Paraná (IFPR)
8JMKD3MGPDW34P/4ADBJJE,3,"Machado, Arthur de Lara",Arthur de Lara Machado,Universidade Federal de Santa Catarina (UFSC),Universidade Federal de Santa Catarina (UFSC)
8JMKD3MGPDW34P/4ADBJJE,4,"Schreiner, Geomar André",Geomar André Schreiner,Universidade Federal da Fronteira Sul (UFFS),Universidade Federal da Fronteira Sul (UFFS)
8JMKD3MGPDW34P/4ADBJJE,5,"Mello, Ronaldo dos Santos",Ronaldo dos Santos Mello,Universidade Federal de Santa Catarina (UFSC),Universidade Federal de Santa Catarina (UFSC)
8JMKD3MGPDW34P/4ADBJR5,1,"Machado, Vanessa Lago",Vanessa Lago Machado,Universidade Federal de Santa Catarina (UFSC),Universidade Federal de Santa Catarina (UFSC)
8JMKD3MGPDW34P/4ADBJR5,2,"Portela, Tarlis Tortelli",Tarlis Tortelli Portela,Instituto Federal do Paraná (IFPR),Instituto Federal do Paraná (IFPR)
8JMKD3MGPDW34P/4ADBJR5,3,"Renso, Chiara",Chiara Renso,Consiglio Nazionale delle Ricerche (CNR),Consiglio Nazionale delle Ricerche (CNR)
8JMKD3MGPDW34P/4ADBJR5,4,"Mello, Ronaldo dos Santos",Ronaldo dos Santos Mello,Universidade Federal de Santa Catarina (UFSC),Universidade Federal de Santa Catarina (UFSC)
8JMKD3MGPDW34P/4ADBNKB,1,"Maciel, Adeline Marinho",Adeline Marinho Maciel,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,2,"Rodrigues, Marcos Lima",Marcos Lima Rodrigues,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,3,"Nunes, Yuri Domaradzki Moreira",Yuri Domaradzki Moreira Nunes,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,4,"Luz, Luana B. da",Luana B. da Luz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,5,"Dal'Asta, Ana Paula",Ana Paula Dal'Asta,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,6,"Queiroz, Gilberto Ribeiro de",Gilberto Ribeiro de Queiroz,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,7,"Ferreira, Karine Reis",Karine Reis Ferreira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,8,"Sant'Anna, Sidnei Joăo Siqueira",Sidnei Joăo Siqueira Sant'Anna,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,9,"Escada, Maria Isabel Sobral",Maria Isabel Sobral Escada,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,10,"Vitor, Ana Claudia Rorato",Ana Claudia Rorato Vitor,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,11,"Barcellos, Christovam",Christovam Barcellos,Fundaçăo Oswaldo Cruz (FIOCRUZ),Fundaçăo Oswaldo Cruz (FIOCRUZ)
8JMKD3MGPDW34P/4ADBNKB,12,"Codeço, Cláudia T.",Cláudia T. Codeço,Fundaçăo Oswaldo Cruz (FIOCRUZ),Fundaçăo Oswaldo Cruz (FIOCRUZ)
8JMKD3MGPDW34P/4ADBNKB,13,"Xavier, Diego R.",Diego R. Xavier,Fundaçăo Oswaldo Cruz (FIOCRUZ),Fundaçăo Oswaldo Cruz (FIOCRUZ)
8JMKD3MGPDW34P/4ADBNKB,14,"Matos, Vanderlei P. de",Vanderlei P. de Matos,Fundaçăo Oswaldo Cruz (FIOCRUZ),Fundaçăo Oswaldo Cruz (FIOCRUZ)
8JMKD3MGPDW34P/4ADBNKB,15,"Saldanha, Raphael de F.",Raphael de F. Saldanha,Fundaçăo Oswaldo Cruz (FIOCRUZ),Fundaçăo Oswaldo Cruz (FIOCRUZ)
8JMKD3MGPDW34P/4ADBNKB,16,"Anjos, Abner Ernani dos",Abner Ernani dos Anjos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,17,"Zioti, Fabiana",Fabiana Zioti,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,18,"Sansigolo, Gabriel",Gabriel Sansigolo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,19,"Costa, Raphael Willian da",Raphael Willian da Costa,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,20,"Marujo, Rennan de Freitas Bezerra",Rennan de Freitas Bezerra Marujo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,21,"Vinhas, Lubia",Lubia Vinhas,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBNKB,22,"Lowe, Rachel",Rachel Lowe,Barcelona Supercomputing Center (BSC),Barcelona Supercomputing Center (BSC)
8JMKD3MGPDW34P/4ADBNKB,23,"Monteiro, Antônio Miguel Vieira",Antônio Miguel Vieira Monteiro,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBP7S,1,"Marques, Sabrina Guilherme",Sabrina Guilherme Marques,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBP7S,2,"Andrade, Pedro Ribeiro de",Pedro Ribeiro de Andrade,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBP7S,3,"Soterroni, Aline C.",Aline C. Soterroni,University of Oxford,University of Oxford
8JMKD3MGPDW34P/4ADBQ9P,1,"Messias, Cassiano Gustavo",Cassiano Gustavo Messias,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,2,"Pinto, Joăo Felipe Sobrinho Kneipp Cerqueira",Joăo Felipe Sobrinho Kneipp Cerqueira Pinto,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,3,"Camilotti, Vagner Luis",Vagner Luis Camilotti,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,4,"Quadros, Camila Barata",Camila Barata Quadros,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,5,"Moreira, Noeli Aline Particcelli",Noeli Aline Particcelli Moreira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,6,"Gusmăo, Luiz Henrique Almeida",Luiz Henrique Almeida Gusmăo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,7,"Thiago, Thiago C. de",Thiago C. de Thiago,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,8,"Barradas, Delmina Carla Matos",Delmina Carla Matos Barradas,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,9,"Soler, Luciana de Souza",Luciana de Souza Soler,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,10,"Maurano, Luis Eduardo Pinheiro",Luis Eduardo Pinheiro Maurano,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,11,"Adami, Marcos",Marcos Adami,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,12,"Xaud, Haron A. M.",Haron A. M. Xaud,Embrapa Roraima,Embrapa Roraima
8JMKD3MGPDW34P/4ADBQ9P,13,"Xaud, Maristela R. Xaud",Maristela R. Xaud Xaud,Embrapa Roraima,Embrapa Roraima
8JMKD3MGPDW34P/4ADBQ9P,14,"Carvalho, André Fernando Araújo de",André Fernando Araújo de Carvalho,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,15,"Alves, Fábio C.",Fábio C. Alves,Universidade Federal do Oeste da Bahia (UFOBA),Universidade Federal do Oeste da Bahia (UFOBA)
8JMKD3MGPDW34P/4ADBQ9P,16,"Pinheiro, Fábio da Conceiçăo",Fábio da Conceiçăo Pinheiro,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,17,"Renó, Vivian Fróes",Vivian Fróes Renó,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,18,"Lima, Deborah Lopes Correia",Deborah Lopes Correia Lima,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,19,"Moraes, Douglas Rafael Vidal de",Douglas Rafael Vidal de Moraes,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,20,"Belluzzo, Amanda Pinoti",Amanda Pinoti Belluzzo,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,21,"Souza, Jefferson Jesus de",Jefferson Jesus de Souza,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,22,"Barros, Lucélia Souza de",Lucélia Souza de Barros,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,23,"Chrispim, Eduardo Henrique S.",Eduardo Henrique S. Chrispim,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,24,"Silva, Diego M.",Diego M. Silva,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,25,"Cunha, Igor P.",Igor P. Cunha,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,26,"Matos, Marlon Henrique Hetzel",Marlon Henrique Hetzel Matos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,27,"Alves, Gabriel M. R.",Gabriel M. R. Alves,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,28,"Teixeira, Raíssa Caroline dos Santos",Raíssa Caroline dos Santos Teixeira,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,29,"Rodrigues Neto, Manoel Ribeiro",Manoel Ribeiro Rodrigues Neto,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,30,"Moraes, Dayane Rafaela Vidal de",Dayane Rafaela Vidal de Moraes,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,31,"Almeida, Rodrigo de",Rodrigo de Almeida,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,32,"Bastos, Eduardo Felipe Marcelino",Eduardo Felipe Marcelino Bastos,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,33,"Andrade, Ana Carolina S. de",Ana Carolina S. de Andrade,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,34,"Perez, Letícia P.",Letícia P. Perez,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,35,"Reis, Mariane Souza",Mariane Souza Reis,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,36,"Salgado, Gustavo P. L.",Gustavo P. L. Salgado,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,37,"Cunha, Miguel Alexandre da",Miguel Alexandre da Cunha,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
8JMKD3MGPDW34P/4ADBQ9P,38,"Almeida, Cláudio Aparecido de",Cláudio Aparecido de Almeida,Instituto Nacional de Pesquisas Espaciais (INPE),Instituto Nacional de Pesquisas Espaciais (INPE)
